;Mid_UTC;O3;O3_unc;H_rel_TP
2023-09-19 18:08:02.700000+00:00;65282.7;61.7;1.3;NaN
2023-09-19 18:08:06.700000+00:00;65286.7;62.1;1.3;NaN
2023-09-19 18:08:10.600000+00:00;65290.6;62.8;1.32;NaN
2023-09-19 18:08:14.600000+00:00;65294.6;63.9;1.34;NaN
2023-09-19 18:08:18.700000+00:00;65298.7;64.8;1.36;NaN
2023-09-19 18:08:22.600000+00:00;65302.6;65.5;1.38;NaN
2023-09-19 18:08:26.700000+00:00;65306.7;66.2;1.39;NaN
2023-09-19 18:08:30.700000+00:00;65310.7;67.2;1.41;NaN
2023-09-19 18:08:34.700000+00:00;65314.7;68.1;1.43;NaN
2023-09-19 18:08:38.700000+00:00;65318.7;69.3;1.46;NaN
2023-09-19 18:08:42.700000+00:00;65322.7;70.4;1.48;NaN
2023-09-19 18:08:46.600000+00:00;65326.6;71.2;1.49;NaN
2023-09-19 18:08:50.700000+00:00;65330.7;71.4;1.5;NaN
2023-09-19 18:08:54.700000+00:00;65334.7;71.7;1.5;NaN
2023-09-19 18:08:58.700000+00:00;65338.7;71.7;1.51;NaN
2023-09-19 18:09:02.600000+00:00;65342.6;71.4;1.5;NaN
2023-09-19 18:09:06.700000+00:00;65346.7;70.9;1.49;NaN
2023-09-19 18:09:10.700000+00:00;65350.7;70.3;1.48;NaN
2023-09-19 18:09:14.700000+00:00;65354.7;70.3;1.48;NaN
2023-09-19 18:09:18.700000+00:00;65358.7;70.7;1.49;NaN
2023-09-19 18:09:22.600000+00:00;65362.6;70.7;1.48;NaN
2023-09-19 18:09:26.700000+00:00;65366.7;70.7;1.48;NaN
2023-09-19 18:09:30.700000+00:00;65370.7;70.9;1.49;NaN
2023-09-19 18:09:34.700000+00:00;65374.7;71.4;1.5;NaN
2023-09-19 18:09:38.700000+00:00;65378.7;71.7;1.5;NaN
2023-09-19 18:09:42.700000+00:00;65382.7;71.9;1.51;NaN
2023-09-19 18:09:46.700000+00:00;65386.7;71.4;1.5;NaN
2023-09-19 18:09:50.700000+00:00;65390.7;70.6;1.48;NaN
2023-09-19 18:09:54.600000+00:00;65394.6;70.3;1.48;NaN
2023-09-19 18:09:58.700000+00:00;65398.7;70.5;1.48;NaN
2023-09-19 18:10:02.600000+00:00;65402.6;70.6;1.48;NaN
2023-09-19 18:10:06.600000+00:00;65406.6;70.4;1.48;NaN
2023-09-19 18:10:10.600000+00:00;65410.6;69.9;1.47;NaN
2023-09-19 18:10:14.700000+00:00;65414.7;69.8;1.47;NaN
2023-09-19 18:10:18.700000+00:00;65418.7;70.0;1.47;NaN
2023-09-19 18:10:22.600000+00:00;65422.6;70.3;1.48;NaN
2023-09-19 18:10:26.700000+00:00;65426.7;70.6;1.48;NaN
2023-09-19 18:10:30.700000+00:00;65430.7;71.0;1.49;NaN
2023-09-19 18:10:34.700000+00:00;65434.7;71.1;1.49;NaN
