;Mid_UTC;O3;O3_unc;H_rel_TP
2023-09-27 07:45:32.700000+00:00;27932.7;55.6;1.17;NaN
2023-09-27 07:45:36.800000+00:00;27936.8;54.6;1.15;NaN
2023-09-27 07:45:40.700000+00:00;27940.7;53.5;1.12;NaN
2023-09-27 07:45:44.700000+00:00;27944.7;52.0;1.09;NaN
2023-09-27 07:45:48.700000+00:00;27948.7;51.6;1.08;NaN
2023-09-27 07:45:52.700000+00:00;27952.7;54.1;1.14;NaN
2023-09-27 07:45:56.700000+00:00;27956.7;56.3;1.18;NaN
2023-09-27 07:46:00.700000+00:00;27960.7;56.5;1.19;NaN
2023-09-27 07:46:04.700000+00:00;27964.7;56.4;1.18;NaN
2023-09-27 07:46:08.700000+00:00;27968.7;56.6;1.19;NaN
2023-09-27 07:46:12.700000+00:00;27972.7;56.7;1.19;NaN
2023-09-27 07:46:16.700000+00:00;27976.7;57.0;1.2;NaN
2023-09-27 07:46:20.700000+00:00;27980.7;57.2;1.2;NaN
2023-09-27 07:46:24.700000+00:00;27984.7;57.2;1.2;NaN
2023-09-27 07:46:28.700000+00:00;27988.7;56.9;1.19;NaN
2023-09-27 07:46:32.700000+00:00;27992.7;56.9;1.19;NaN
2023-09-27 07:46:36.700000+00:00;27996.7;56.8;1.19;NaN
2023-09-27 07:46:40.700000+00:00;28000.7;55.4;1.16;NaN
2023-09-27 07:46:44.700000+00:00;28004.7;55.2;1.16;NaN
2023-09-27 07:46:48.700000+00:00;28008.7;57.0;1.2;NaN
2023-09-27 07:46:52.700000+00:00;28012.7;58.9;1.24;NaN
2023-09-27 07:46:56.700000+00:00;28016.7;60.5;1.27;NaN
2023-09-27 07:47:00.700000+00:00;28020.7;61.5;1.29;NaN
2023-09-27 07:47:04.700000+00:00;28024.7;62.0;1.3;NaN
2023-09-27 07:47:08.700000+00:00;28028.7;61.8;1.3;NaN
2023-09-27 07:47:12.700000+00:00;28032.7;62.1;1.3;NaN
2023-09-27 07:47:16.700000+00:00;28036.7;63.0;1.32;NaN
2023-09-27 07:47:20.700000+00:00;28040.7;65.5;1.38;NaN
2023-09-27 07:47:24.700000+00:00;28044.7;68.0;1.43;NaN
2023-09-27 07:47:28.700000+00:00;28048.7;68.9;1.45;NaN
2023-09-27 07:47:32.700000+00:00;28052.7;68.5;1.44;NaN
2023-09-27 07:47:36.700000+00:00;28056.7;67.4;1.42;NaN
2023-09-27 07:47:40.700000+00:00;28060.7;66.7;1.4;NaN
2023-09-27 07:47:44.700000+00:00;28064.7;66.5;1.4;NaN
2023-09-27 07:47:48.700000+00:00;28068.7;64.6;1.36;NaN
2023-09-27 07:47:52.700000+00:00;28072.7;63.5;1.33;NaN
2023-09-27 07:47:56.700000+00:00;28076.7;63.0;1.32;NaN
2023-09-27 07:48:00.700000+00:00;28080.7;62.3;1.31;NaN
2023-09-27 07:48:04.700000+00:00;28084.7;62.6;1.31;NaN
2023-09-27 07:48:08.700000+00:00;28088.7;63.0;1.32;NaN
2023-09-27 07:48:12.700000+00:00;28092.7;61.6;1.29;NaN
2023-09-27 07:48:16.700000+00:00;28096.7;57.4;1.2;NaN
2023-09-27 07:48:20.700000+00:00;28100.7;52.0;1.09;NaN
2023-09-27 07:48:24.700000+00:00;28104.7;49.6;1.04;NaN
2023-09-27 07:48:28.700000+00:00;28108.7;49.2;1.03;NaN
2023-09-27 07:48:32.700000+00:00;28112.7;48.7;1.02;NaN
2023-09-27 07:48:36.700000+00:00;28116.7;48.6;1.02;NaN
2023-09-27 07:48:40.700000+00:00;28120.7;48.9;1.03;NaN
2023-09-27 07:48:44.700000+00:00;28124.7;49.5;1.04;NaN
