;Mid_UTC;O3;O3_unc;H_rel_TP
2023-09-16 22:12:21.900000+00:00;79941.9;32.0;1.0;NaN
2023-09-16 22:12:25.900000+00:00;79945.9;32.1;1.0;NaN
2023-09-16 22:12:29.900000+00:00;79949.9;32.0;1.0;NaN
2023-09-16 22:12:33.900000+00:00;79953.9;31.8;1.0;NaN
2023-09-16 22:12:37.900000+00:00;79957.9;31.7;1.0;NaN
2023-09-16 22:12:41.900000+00:00;79961.9;31.7;1.0;NaN
2023-09-16 22:12:45.900000+00:00;79965.9;31.8;1.0;NaN
2023-09-16 22:12:49.900000+00:00;79969.9;32.3;1.0;NaN
2023-09-16 22:12:53.900000+00:00;79973.9;32.6;1.0;NaN
2023-09-16 22:12:57.900000+00:00;79977.9;32.6;1.0;NaN
2023-09-16 22:13:01.900000+00:00;79981.9;32.7;1.0;NaN
2023-09-16 22:13:05.900000+00:00;79985.9;33.2;1.0;NaN
2023-09-16 22:13:09.900000+00:00;79989.9;34.0;1.0;NaN
2023-09-16 22:13:13.900000+00:00;79993.9;34.2;1.0;NaN
2023-09-16 22:13:17.900000+00:00;79997.9;33.6;1.0;NaN
2023-09-16 22:13:21.900000+00:00;80001.9;33.2;1.0;NaN
2023-09-16 22:13:25.900000+00:00;80005.9;32.7;1.0;NaN
2023-09-16 22:13:29.900000+00:00;80009.9;32.6;1.0;NaN
2023-09-16 22:13:33.900000+00:00;80013.9;33.0;1.0;NaN
2023-09-16 22:13:37.900000+00:00;80017.9;33.7;1.0;NaN
2023-09-16 22:13:41.900000+00:00;80021.9;35.3;1.0;NaN
2023-09-16 22:13:45.900000+00:00;80025.9;36.2;1.0;NaN
2023-09-16 22:13:49.900000+00:00;80029.9;36.7;1.0;NaN
2023-09-16 22:13:53.900000+00:00;80033.9;39.2;1.0;NaN
2023-09-16 22:13:57.900000+00:00;80037.9;43.9;1.0;NaN
2023-09-16 22:14:01.900000+00:00;80041.9;48.0;1.01;NaN
2023-09-16 22:14:05.900000+00:00;80045.9;48.7;1.02;NaN
2023-09-16 22:14:09.900000+00:00;80049.9;47.4;1.0;NaN
2023-09-16 22:14:13.900000+00:00;80053.9;45.2;1.0;NaN
2023-09-16 22:14:17.900000+00:00;80057.9;43.9;1.0;NaN
2023-09-16 22:14:21.900000+00:00;80061.9;44.0;1.0;NaN
2023-09-16 22:14:25.900000+00:00;80065.9;44.0;1.0;NaN
2023-09-16 22:14:29.900000+00:00;80069.9;44.9;1.0;NaN
