;Mid_UTC;O3;O3_unc;H_rel_TP
2023-08-06 07:08:56.200000+00:00;25736.2;41.0;1.0;NaN
2023-08-06 07:09:00.200000+00:00;25740.2;41.1;1.0;NaN
2023-08-06 07:09:04.200000+00:00;25744.2;41.7;1.0;NaN
2023-08-06 07:09:08.300000+00:00;25748.3;42.3;1.0;NaN
2023-08-06 07:09:12.300000+00:00;25752.3;42.6;1.0;NaN
2023-08-06 07:09:16.200000+00:00;25756.2;42.6;1.0;NaN
2023-08-06 07:09:20.200000+00:00;25760.2;42.7;1.0;NaN
2023-08-06 07:09:24.200000+00:00;25764.2;42.6;1.0;NaN
2023-08-06 07:09:28.200000+00:00;25768.2;42.4;1.0;NaN
2023-08-06 07:09:32.200000+00:00;25772.2;42.3;1.0;NaN
2023-08-06 07:09:36.300000+00:00;25776.3;42.5;1.0;NaN
2023-08-06 07:09:40.300000+00:00;25780.3;42.6;1.0;NaN
2023-08-06 07:09:44.300000+00:00;25784.3;42.7;1.0;NaN
2023-08-06 07:09:48.200000+00:00;25788.2;42.7;1.0;NaN
2023-08-06 07:09:52.200000+00:00;25792.2;42.6;1.0;NaN
2023-08-06 07:09:56.200000+00:00;25796.2;42.6;1.0;NaN
2023-08-06 07:10:00.300000+00:00;25800.3;42.5;1.0;NaN
2023-08-06 07:10:04.200000+00:00;25804.2;42.3;1.0;NaN
2023-08-06 07:10:08.200000+00:00;25808.2;42.3;1.0;NaN
2023-08-06 07:10:12.300000+00:00;25812.3;42.4;1.0;NaN
2023-08-06 07:10:16.300000+00:00;25816.3;42.2;1.0;NaN
2023-08-06 07:10:20.300000+00:00;25820.3;42.3;1.0;NaN
2023-08-06 07:10:24.200000+00:00;25824.2;42.5;1.0;NaN
2023-08-06 07:10:28.200000+00:00;25828.2;42.3;1.0;NaN
2023-08-06 07:10:32.200000+00:00;25832.2;42.4;1.0;NaN
2023-08-06 07:10:36.300000+00:00;25836.3;42.7;1.0;NaN
2023-08-06 07:10:40.200000+00:00;25840.2;42.8;1.0;NaN
2023-08-06 07:10:44.300000+00:00;25844.3;42.9;1.0;NaN
2023-08-06 07:10:48.300000+00:00;25848.3;43.1;1.0;NaN
2023-08-06 07:10:52.200000+00:00;25852.2;43.2;1.0;NaN
2023-08-06 07:10:56.200000+00:00;25856.2;43.0;1.0;NaN
2023-08-06 07:11:00.200000+00:00;25860.2;42.1;1.0;NaN
2023-08-06 07:11:04.200000+00:00;25864.2;41.9;1.0;NaN
2023-08-06 07:11:08.200000+00:00;25868.2;44.2;1.0;NaN
2023-08-06 07:11:12.200000+00:00;25872.2;48.1;1.01;NaN
2023-08-06 07:11:16.200000+00:00;25876.2;51.6;1.08;NaN
2023-08-06 07:11:20.200000+00:00;25880.2;53.5;1.12;NaN
2023-08-06 07:11:24.200000+00:00;25884.2;53.8;1.13;NaN
2023-08-06 07:11:28.200000+00:00;25888.2;52.6;1.11;NaN
2023-08-06 07:11:32.200000+00:00;25892.2;55.1;1.16;NaN
2023-08-06 07:11:36.200000+00:00;25896.2;61.6;1.29;NaN
2023-08-06 07:11:40.200000+00:00;25900.2;64.3;1.35;NaN
2023-08-06 07:11:44.200000+00:00;25904.2;63.0;1.32;NaN
2023-08-06 07:11:48.200000+00:00;25908.2;60.6;1.27;NaN
2023-08-06 07:11:52.200000+00:00;25912.2;58.9;1.24;NaN
2023-08-06 07:11:56.200000+00:00;25916.2;58.5;1.23;NaN
2023-08-06 07:12:00.200000+00:00;25920.2;59.8;1.25;NaN
2023-08-06 07:12:04.200000+00:00;25924.2;62.3;1.31;NaN
2023-08-06 07:12:08.200000+00:00;25928.2;64.0;1.34;NaN
2023-08-06 07:12:12.200000+00:00;25932.2;62.4;1.31;NaN
2023-08-06 07:12:16.200000+00:00;25936.2;59.5;1.25;NaN
2023-08-06 07:12:20.300000+00:00;25940.3;57.7;1.21;NaN
2023-08-06 07:12:24.200000+00:00;25944.2;56.2;1.18;NaN
2023-08-06 07:12:28.200000+00:00;25948.2;54.4;1.14;NaN
2023-08-06 07:12:32.200000+00:00;25952.2;53.1;1.12;NaN
2023-08-06 07:12:36.200000+00:00;25956.2;52.6;1.1;NaN
2023-08-06 07:12:40.200000+00:00;25960.2;52.2;1.1;NaN
2023-08-06 07:12:44.200000+00:00;25964.2;52.2;1.1;NaN
2023-08-06 07:12:48.200000+00:00;25968.2;53.2;1.12;NaN
2023-08-06 07:12:52.200000+00:00;25972.2;61.4;1.29;NaN
2023-08-06 07:12:56.200000+00:00;25976.2;77.4;1.62;NaN
2023-08-06 07:13:00.200000+00:00;25980.2;84.1;1.77;NaN
2023-08-06 07:13:04.200000+00:00;25984.2;79.7;1.67;NaN
2023-08-06 07:13:08.200000+00:00;25988.2;77.2;1.62;NaN
2023-08-06 07:13:12.200000+00:00;25992.2;77.5;1.63;NaN
2023-08-06 07:13:16.200000+00:00;25996.2;77.7;1.63;NaN
2023-08-06 07:13:20.200000+00:00;26000.2;77.6;1.63;NaN
2023-08-06 07:13:24.200000+00:00;26004.2;76.7;1.61;NaN
2023-08-06 07:13:28.200000+00:00;26008.2;77.3;1.62;NaN
2023-08-06 07:13:32.200000+00:00;26012.2;79.4;1.67;NaN
2023-08-06 07:13:36.200000+00:00;26016.2;81.1;1.7;NaN
2023-08-06 07:13:40.200000+00:00;26020.2;81.8;1.72;NaN
2023-08-06 07:13:44.200000+00:00;26024.2;81.9;1.72;NaN
2023-08-06 07:13:48.200000+00:00;26028.2;81.8;1.72;NaN
2023-08-06 07:13:52.200000+00:00;26032.2;81.8;1.72;NaN
2023-08-06 07:13:56.200000+00:00;26036.2;81.9;1.72;NaN
2023-08-06 07:14:00.200000+00:00;26040.2;82.6;1.73;NaN
2023-08-06 07:14:04.200000+00:00;26044.2;83.0;1.74;NaN
2023-08-06 07:14:08.200000+00:00;26048.2;83.0;1.74;NaN
2023-08-06 07:14:12.200000+00:00;26052.2;83.1;1.75;NaN
2023-08-06 07:14:16.200000+00:00;26056.2;82.9;1.74;NaN
2023-08-06 07:14:20.200000+00:00;26060.2;83.6;1.76;NaN
2023-08-06 07:14:24.200000+00:00;26064.2;84.9;1.78;NaN
2023-08-06 07:14:28.200000+00:00;26068.2;85.8;1.8;NaN
2023-08-06 07:14:32.200000+00:00;26072.2;87.9;1.85;-1.3159192898117484
2023-08-06 07:14:36.200000+00:00;26076.2;91.6;1.92;-1.1181657837270182
2023-08-06 07:14:40.200000+00:00;26080.2;94.2;1.98;-0.8664219517144431
2023-08-06 07:14:44.200000+00:00;26084.2;95.3;2.0;-0.8256879808521934
2023-08-06 07:14:48.200000+00:00;26088.2;95.8;2.01;-0.8071725395511706
2023-08-06 07:14:52.200000+00:00;26092.2;97.5;2.05;-0.7442200391276932
2023-08-06 07:14:56.200000+00:00;26096.2;102.2;2.15;-0.5797291420341834
2023-08-06 07:15:00.200000+00:00;26100.2;107.4;2.25;-0.4488539004097332
2023-08-06 07:15:04.200000+00:00;26104.2;111.5;2.34;-0.34566380605199387
2023-08-06 07:15:08.200000+00:00;26108.2;114.6;2.41;-0.3323579726087358
2023-08-06 07:15:12.200000+00:00;26112.2;115.8;2.43;-0.3625599514451474
2023-08-06 07:15:16.200000+00:00;26116.2;115.9;2.43;-0.3650767830148486
2023-08-06 07:15:20.200000+00:00;26120.2;115.8;2.43;-0.3625599514451474
