;Mid_UTC;O3;O3_unc;H_rel_TP
2023-09-07 18:13:25.500000+00:00;65605.5;23.0;1.0;NaN
2023-09-07 18:13:29.500000+00:00;65609.5;22.9;1.0;NaN
2023-09-07 18:13:33.500000+00:00;65613.5;22.9;1.0;NaN
2023-09-07 18:13:37.500000+00:00;65617.5;23.0;1.0;NaN
2023-09-07 18:13:41.600000+00:00;65621.6;22.9;1.0;NaN
2023-09-07 18:13:45.600000+00:00;65625.6;22.9;1.0;NaN
2023-09-07 18:13:49.500000+00:00;65629.5;22.9;1.0;NaN
2023-09-07 18:13:53.500000+00:00;65633.5;22.9;1.0;NaN
2023-09-07 18:13:57.500000+00:00;65637.5;22.9;1.0;NaN
2023-09-07 18:14:01.500000+00:00;65641.5;22.9;1.0;NaN
2023-09-07 18:14:05.500000+00:00;65645.5;22.8;1.0;NaN
2023-09-07 18:14:09.500000+00:00;65649.5;22.8;1.0;NaN
2023-09-07 18:14:13.500000+00:00;65653.5;22.8;1.0;NaN
2023-09-07 18:14:17.500000+00:00;65657.5;22.7;1.0;NaN
2023-09-07 18:14:21.500000+00:00;65661.5;22.7;1.0;NaN
2023-09-07 18:14:25.600000+00:00;65665.6;22.8;1.0;NaN
2023-09-07 18:14:29.500000+00:00;65669.5;22.8;1.0;NaN
2023-09-07 18:14:33.500000+00:00;65673.5;22.8;1.0;NaN
2023-09-07 18:14:37.500000+00:00;65677.5;22.9;1.0;NaN
2023-09-07 18:14:41.600000+00:00;65681.6;22.9;1.0;NaN
2023-09-07 18:14:45.500000+00:00;65685.5;22.9;1.0;NaN
2023-09-07 18:14:49.500000+00:00;65689.5;22.8;1.0;NaN
2023-09-07 18:14:53.500000+00:00;65693.5;22.8;1.0;NaN
2023-09-07 18:14:57.500000+00:00;65697.5;22.8;1.0;NaN
2023-09-07 18:15:01.500000+00:00;65701.5;22.8;1.0;NaN
2023-09-07 18:15:05.500000+00:00;65705.5;22.9;1.0;NaN
2023-09-07 18:15:09.600000+00:00;65709.6;22.9;1.0;NaN
2023-09-07 18:15:13.500000+00:00;65713.5;22.9;1.0;NaN
2023-09-07 18:15:17.500000+00:00;65717.5;22.9;1.0;NaN
2023-09-07 18:15:21.500000+00:00;65721.5;23.0;1.0;NaN
