;Mid_UTC;O3;O3_unc;H_rel_TP
2023-08-28 18:25:17.100000+00:00;66317.1;27.4;1.0;NaN
2023-08-28 18:25:21.100000+00:00;66321.1;26.6;1.0;NaN
2023-08-28 18:25:25.100000+00:00;66325.1;26.4;1.0;NaN
2023-08-28 18:25:29.100000+00:00;66329.1;26.3;1.0;NaN
2023-08-28 18:25:33.100000+00:00;66333.1;26.2;1.0;NaN
2023-08-28 18:25:37.100000+00:00;66337.1;26.4;1.0;NaN
2023-08-28 18:25:41.100000+00:00;66341.1;26.7;1.0;NaN
2023-08-28 18:25:45.100000+00:00;66345.1;27.0;1.0;NaN
2023-08-28 18:25:49.100000+00:00;66349.1;26.9;1.0;NaN
2023-08-28 18:25:53.100000+00:00;66353.1;26.9;1.0;NaN
2023-08-28 18:25:57.100000+00:00;66357.1;27.4;1.0;NaN
2023-08-28 18:26:01.100000+00:00;66361.1;28.1;1.0;NaN
2023-08-28 18:26:05.100000+00:00;66365.1;28.5;1.0;NaN
2023-08-28 18:26:09.100000+00:00;66369.1;29.3;1.0;NaN
2023-08-28 18:26:13.100000+00:00;66373.1;29.7;1.0;NaN
2023-08-28 18:26:17.100000+00:00;66377.1;29.3;1.0;NaN
2023-08-28 18:26:21.100000+00:00;66381.1;29.1;1.0;NaN
2023-08-28 18:26:25.100000+00:00;66385.1;28.8;1.0;NaN
2023-08-28 18:26:29.100000+00:00;66389.1;28.4;1.0;NaN
2023-08-28 18:26:33.100000+00:00;66393.1;28.2;1.0;NaN
2023-08-28 18:26:37.100000+00:00;66397.1;28.6;1.0;NaN
2023-08-28 18:26:41.100000+00:00;66401.1;29.4;1.0;NaN
2023-08-28 18:26:45.100000+00:00;66405.1;29.3;1.0;NaN
2023-08-28 18:26:49.100000+00:00;66409.1;29.3;1.0;NaN
2023-08-28 18:26:53.100000+00:00;66413.1;30.1;1.0;NaN
2023-08-28 18:26:57.100000+00:00;66417.1;31.1;1.0;NaN
2023-08-28 18:27:01.100000+00:00;66421.1;31.7;1.0;NaN
2023-08-28 18:27:05.100000+00:00;66425.1;32.2;1.0;NaN
2023-08-28 18:27:09.100000+00:00;66429.1;33.0;1.0;NaN
2023-08-28 18:27:13.100000+00:00;66433.1;33.9;1.0;NaN
2023-08-28 18:27:17.100000+00:00;66437.1;35.0;1.0;NaN
2023-08-28 18:27:21.100000+00:00;66441.1;36.3;1.0;NaN
2023-08-28 18:27:25.100000+00:00;66445.1;36.9;1.0;NaN
2023-08-28 18:27:29.100000+00:00;66449.1;37.0;1.0;NaN
2023-08-28 18:27:33.100000+00:00;66453.1;37.3;1.0;NaN
2023-08-28 18:27:37.100000+00:00;66457.1;38.2;1.0;NaN
2023-08-28 18:27:41.100000+00:00;66461.1;39.9;1.0;NaN
2023-08-28 18:27:45.100000+00:00;66465.1;41.3;1.0;NaN
2023-08-28 18:27:49.100000+00:00;66469.1;41.8;1.0;NaN
2023-08-28 18:27:53.100000+00:00;66473.1;41.9;1.0;NaN
2023-08-28 18:27:57.100000+00:00;66477.1;41.7;1.0;NaN
2023-08-28 18:28:01.100000+00:00;66481.1;41.6;1.0;NaN
2023-08-28 18:28:05.100000+00:00;66485.1;42.0;1.0;NaN
2023-08-28 18:28:09.100000+00:00;66489.1;42.3;1.0;NaN
2023-08-28 18:28:13.100000+00:00;66493.1;42.5;1.0;NaN
2023-08-28 18:28:17.100000+00:00;66497.1;42.6;1.0;NaN
2023-08-28 18:28:21.100000+00:00;66501.1;42.6;1.0;NaN
2023-08-28 18:28:25.100000+00:00;66505.1;42.4;1.0;NaN
2023-08-28 18:28:29.100000+00:00;66509.1;42.0;1.0;NaN
2023-08-28 18:28:33.100000+00:00;66513.1;41.5;1.0;NaN
2023-08-28 18:28:37.100000+00:00;66517.1;41.3;1.0;NaN
2023-08-28 18:28:41.100000+00:00;66521.1;41.2;1.0;NaN
2023-08-28 18:28:45.100000+00:00;66525.1;40.8;1.0;NaN
2023-08-28 18:28:49.100000+00:00;66529.1;40.4;1.0;NaN
2023-08-28 18:28:53.100000+00:00;66533.1;40.2;1.0;NaN
2023-08-28 18:28:57.100000+00:00;66537.1;40.7;1.0;NaN
2023-08-28 18:29:01.100000+00:00;66541.1;41.7;1.0;NaN
2023-08-28 18:29:05+00:00;66545.0;41.9;1.0;NaN
2023-08-28 18:29:09.100000+00:00;66549.1;41.7;1.0;NaN
2023-08-28 18:29:13.100000+00:00;66553.1;41.9;1.0;NaN
2023-08-28 18:29:17.100000+00:00;66557.1;42.2;1.0;NaN
2023-08-28 18:29:21.100000+00:00;66561.1;42.4;1.0;NaN
2023-08-28 18:29:25.100000+00:00;66565.1;42.6;1.0;NaN
2023-08-28 18:29:29.100000+00:00;66569.1;42.9;1.0;NaN
2023-08-28 18:29:33.100000+00:00;66573.1;43.3;1.0;NaN
2023-08-28 18:29:37.100000+00:00;66577.1;43.9;1.0;NaN
2023-08-28 18:29:41.100000+00:00;66581.1;43.8;1.0;NaN
2023-08-28 18:29:45.100000+00:00;66585.1;43.0;1.0;NaN
2023-08-28 18:29:49.100000+00:00;66589.1;42.6;1.0;NaN
2023-08-28 18:29:53.100000+00:00;66593.1;42.9;1.0;NaN
2023-08-28 18:29:57+00:00;66597.0;43.6;1.0;NaN
2023-08-28 18:30:01.100000+00:00;66601.1;44.1;1.0;NaN
2023-08-28 18:30:05.100000+00:00;66605.1;44.1;1.0;NaN
2023-08-28 18:30:09.100000+00:00;66609.1;44.0;1.0;NaN
2023-08-28 18:30:13+00:00;66613.0;47.2;1.0;NaN
2023-08-28 18:30:17+00:00;66617.0;53.6;1.13;NaN
2023-08-28 18:30:21+00:00;66621.0;58.0;1.22;NaN
2023-08-28 18:30:25+00:00;66625.0;59.9;1.26;NaN
2023-08-28 18:30:29+00:00;66629.0;61.3;1.29;NaN
2023-08-28 18:30:33.100000+00:00;66633.1;61.7;1.3;NaN
2023-08-28 18:30:37+00:00;66637.0;60.0;1.26;NaN
2023-08-28 18:30:41.100000+00:00;66641.1;56.0;1.18;NaN
2023-08-28 18:30:45.100000+00:00;66645.1;51.5;1.08;NaN
2023-08-28 18:30:49.100000+00:00;66649.1;48.4;1.02;NaN
2023-08-28 18:30:53+00:00;66653.0;44.4;1.0;NaN
2023-08-28 18:30:57.100000+00:00;66657.1;39.0;1.0;NaN
2023-08-28 18:31:01+00:00;66661.0;35.7;1.0;NaN
2023-08-28 18:31:05+00:00;66665.0;36.3;1.0;NaN
2023-08-28 18:31:09+00:00;66669.0;39.3;1.0;NaN
2023-08-28 18:31:13+00:00;66673.0;42.4;1.0;NaN
2023-08-28 18:31:17+00:00;66677.0;45.3;1.0;NaN
2023-08-28 18:31:21+00:00;66681.0;46.8;1.0;NaN
2023-08-28 18:31:25.100000+00:00;66685.1;49.4;1.04;NaN
2023-08-28 18:31:29+00:00;66689.0;53.8;1.13;NaN
2023-08-28 18:31:33.100000+00:00;66693.1;55.3;1.16;NaN
2023-08-28 18:31:37+00:00;66697.0;54.0;1.13;NaN
