;Mid_UTC;O3;O3_unc;H_rel_TP
2023-09-01 21:24:02.100000+00:00;77042.1;34.0;1.0;NaN
2023-09-01 21:24:06.100000+00:00;77046.1;34.0;1.0;NaN
2023-09-01 21:24:10.100000+00:00;77050.1;33.8;1.0;NaN
2023-09-01 21:24:14.100000+00:00;77054.1;33.6;1.0;NaN
2023-09-01 21:24:18.100000+00:00;77058.1;33.6;1.0;NaN
2023-09-01 21:24:22.100000+00:00;77062.1;34.0;1.0;NaN
2023-09-01 21:24:26.100000+00:00;77066.1;34.7;1.0;NaN
2023-09-01 21:24:30.100000+00:00;77070.1;35.6;1.0;NaN
2023-09-01 21:24:34.100000+00:00;77074.1;36.8;1.0;NaN
2023-09-01 21:24:38.100000+00:00;77078.1;37.9;1.0;NaN
2023-09-01 21:24:42.100000+00:00;77082.1;38.7;1.0;NaN
2023-09-01 21:24:46.100000+00:00;77086.1;39.2;1.0;NaN
2023-09-01 21:24:50.100000+00:00;77090.1;39.5;1.0;NaN
2023-09-01 21:24:54.100000+00:00;77094.1;40.6;1.0;NaN
2023-09-01 21:24:58.100000+00:00;77098.1;43.1;1.0;NaN
2023-09-01 21:25:02.100000+00:00;77102.1;45.6;1.0;NaN
2023-09-01 21:25:06.100000+00:00;77106.1;46.1;1.0;NaN
2023-09-01 21:25:10.100000+00:00;77110.1;45.3;1.0;NaN
2023-09-01 21:25:14.100000+00:00;77114.1;45.0;1.0;NaN
2023-09-01 21:25:18.100000+00:00;77118.1;45.3;1.0;NaN
2023-09-01 21:25:22.100000+00:00;77122.1;45.6;1.0;NaN
2023-09-01 21:25:26.100000+00:00;77126.1;45.9;1.0;NaN
2023-09-01 21:25:30.100000+00:00;77130.1;46.0;1.0;NaN
2023-09-01 21:25:34.100000+00:00;77134.1;46.2;1.0;NaN
2023-09-01 21:25:38.100000+00:00;77138.1;47.7;1.0;NaN
2023-09-01 21:25:42.100000+00:00;77142.1;50.5;1.06;NaN
2023-09-01 21:25:46.100000+00:00;77146.1;53.4;1.12;NaN
2023-09-01 21:25:50.100000+00:00;77150.1;54.8;1.15;NaN
2023-09-01 21:25:54.100000+00:00;77154.1;55.1;1.16;NaN
2023-09-01 21:25:58.100000+00:00;77158.1;55.3;1.16;NaN
2023-09-01 21:26:02.100000+00:00;77162.1;55.2;1.16;NaN
2023-09-01 21:26:06+00:00;77166.0;55.2;1.16;NaN
2023-09-01 21:26:10.100000+00:00;77170.1;55.9;1.17;NaN
2023-09-01 21:26:14.100000+00:00;77174.1;57.1;1.2;NaN
2023-09-01 21:26:18.100000+00:00;77178.1;58.3;1.22;NaN
2023-09-01 21:26:22.100000+00:00;77182.1;59.1;1.24;NaN
2023-09-01 21:26:26.100000+00:00;77186.1;59.3;1.25;NaN
2023-09-01 21:26:30.100000+00:00;77190.1;59.9;1.26;NaN
2023-09-01 21:26:34.100000+00:00;77194.1;61.2;1.28;NaN
2023-09-01 21:26:38.100000+00:00;77198.1;62.6;1.31;NaN
2023-09-01 21:26:42.100000+00:00;77202.1;65.2;1.37;NaN
2023-09-01 21:26:46.100000+00:00;77206.1;69.3;1.46;NaN
2023-09-01 21:26:50.100000+00:00;77210.1;71.9;1.51;NaN
2023-09-01 21:26:54+00:00;77214.0;71.4;1.5;NaN
2023-09-01 21:26:58.100000+00:00;77218.1;68.3;1.43;NaN
2023-09-01 21:27:02+00:00;77222.0;64.1;1.35;NaN
2023-09-01 21:27:06.100000+00:00;77226.1;60.5;1.27;NaN
2023-09-01 21:27:10+00:00;77230.0;59.9;1.26;NaN
2023-09-01 21:27:14+00:00;77234.0;61.4;1.29;NaN
2023-09-01 21:27:18+00:00;77238.0;62.0;1.3;NaN
2023-09-01 21:27:22+00:00;77242.0;61.3;1.29;NaN
2023-09-01 21:27:26.100000+00:00;77246.1;60.6;1.27;NaN
2023-09-01 21:27:30+00:00;77250.0;61.4;1.29;NaN
2023-09-01 21:27:34+00:00;77254.0;63.4;1.33;NaN
2023-09-01 21:27:38+00:00;77258.0;64.7;1.36;NaN
2023-09-01 21:27:42+00:00;77262.0;66.0;1.39;NaN
2023-09-01 21:27:46+00:00;77266.0;67.0;1.41;NaN
2023-09-01 21:27:50+00:00;77270.0;65.5;1.38;NaN
2023-09-01 21:27:54+00:00;77274.0;60.4;1.27;NaN
2023-09-01 21:27:58+00:00;77278.0;56.5;1.19;NaN
2023-09-01 21:28:02+00:00;77282.0;57.7;1.21;NaN
2023-09-01 21:28:06+00:00;77286.0;59.9;1.26;NaN
2023-09-01 21:28:10+00:00;77290.0;60.2;1.26;NaN
2023-09-01 21:28:14+00:00;77294.0;60.8;1.28;NaN
2023-09-01 21:28:18+00:00;77298.0;63.4;1.33;NaN
2023-09-01 21:28:22+00:00;77302.0;69.0;1.45;NaN
2023-09-01 21:28:26+00:00;77306.0;74.9;1.57;NaN
2023-09-01 21:28:30.100000+00:00;77310.1;78.3;1.64;-1.4958454225430327
2023-09-01 21:28:34+00:00;77314.0;79.8;1.68;-1.3029922239300755
2023-09-01 21:28:38+00:00;77318.0;81.2;1.71;-1.122995905224648
2023-09-01 21:28:42+00:00;77322.0;83.8;1.76;-0.9335735218864792
2023-09-01 21:28:46+00:00;77326.0;85.9;1.8;-0.8486883932543623
2023-09-01 21:28:50+00:00;77330.0;86.5;1.82;-0.824435499359472
2023-09-01 21:28:54+00:00;77334.0;87.5;1.84;-0.7840140095346545
2023-09-01 21:28:58+00:00;77338.0;89.0;1.87;-0.7233817747974283
2023-09-01 21:29:02+00:00;77342.0;90.5;1.9;-0.662749540060202
2023-09-01 21:29:06+00:00;77346.0;92.4;1.94;-0.589918248141659
2023-09-01 21:29:10+00:00;77350.0;94.2;1.98;-0.5377141485465667
2023-09-01 21:29:14+00:00;77354.0;94.7;1.99;-0.5232130097701522
2023-09-01 21:29:18+00:00;77358.0;93.6;1.96;-0.5551155150782644
2023-09-01 21:29:22+00:00;77362.0;91.8;1.93;-0.6102016032879395
2023-09-01 21:29:26+00:00;77366.0;90.0;1.89;-0.6829602849726109
2023-09-01 21:29:30+00:00;77370.0;86.9;1.83;-0.8082669034295448
2023-09-01 21:29:34+00:00;77374.0;82.7;1.74;-1.069857293388309
2023-09-01 21:29:38+00:00;77378.0;79.8;1.68;-1.3029922239300755
2023-09-01 21:29:42+00:00;77382.0;81.2;1.71;-1.122995905224648
2023-09-01 21:29:46+00:00;77386.0;84.8;1.78;-0.8931520320616618
2023-09-01 21:29:50+00:00;77390.0;87.1;1.83;-0.8001826054645818
2023-09-01 21:29:54+00:00;77394.0;88.8;1.86;-0.7314660727623918
2023-09-01 21:29:58+00:00;77398.0;91.4;1.92;-0.6263701992178661
2023-09-01 21:30:02+00:00;77402.0;94.5;1.98;-0.5290134652807181
2023-09-01 21:30:06+00:00;77406.0;95.4;2.0;-0.5029114154831718
2023-09-01 21:30:10+00:00;77410.0;92.1;1.93;-0.6019248436595056
2023-09-01 21:30:14+00:00;77414.0;87.4;1.84;-0.788056158517136
2023-09-01 21:30:18+00:00;77418.0;84.2;1.77;-0.9174049259565521
2023-09-01 21:30:22+00:00;77422.0;82.7;1.74;-1.069857293388309
2023-09-01 21:30:26+00:00;77426.0;81.3;1.71;-1.1101390253171184
2023-09-01 21:30:30+00:00;77430.0;79.9;1.68;-1.290135344022544
2023-09-01 21:30:34+00:00;77434.0;77.6;1.63;NaN
2023-09-01 21:30:38+00:00;77438.0;74.9;1.57;NaN
2023-09-01 21:30:42+00:00;77442.0;76.0;1.59;NaN
2023-09-01 21:30:46+00:00;77446.0;80.4;1.69;-1.2258509444848915
2023-09-01 21:30:50+00:00;77450.0;82.1;1.72;-1.0072839860568747
2023-09-01 21:30:54+00:00;77454.0;78.7;1.65;-1.44441790291291
2023-09-01 21:30:58+00:00;77458.0;71.1;1.49;NaN
2023-09-01 21:31:02+00:00;77462.0;63.0;1.32;NaN
2023-09-01 21:31:06+00:00;77466.0;58.7;1.23;NaN
2023-09-01 21:31:10+00:00;77470.0;58.0;1.22;NaN
2023-09-01 21:31:14+00:00;77474.0;58.1;1.22;NaN
2023-09-01 21:31:18+00:00;77478.0;58.0;1.22;NaN
2023-09-01 21:31:22+00:00;77482.0;58.6;1.23;NaN
2023-09-01 21:31:26+00:00;77486.0;59.2;1.24;NaN
2023-09-01 21:31:30+00:00;77490.0;58.0;1.22;NaN
2023-09-01 21:31:34+00:00;77494.0;55.8;1.17;NaN
