;Mid_UTC;O3;O3_unc;H_rel_TP
2023-08-12 07:17:02.800000+00:00;26222.8;62.2;1.31;NaN
2023-08-12 07:17:06.800000+00:00;26226.8;62.3;1.31;NaN
2023-08-12 07:17:10.800000+00:00;26230.8;66.1;1.39;NaN
2023-08-12 07:17:14.800000+00:00;26234.8;69.3;1.46;NaN
2023-08-12 07:17:18.800000+00:00;26238.8;67.1;1.41;NaN
2023-08-12 07:17:22.800000+00:00;26242.8;64.4;1.35;NaN
2023-08-12 07:17:26.800000+00:00;26246.8;63.9;1.34;NaN
2023-08-12 07:17:30.800000+00:00;26250.8;63.4;1.33;NaN
2023-08-12 07:17:34.800000+00:00;26254.8;63.0;1.32;NaN
2023-08-12 07:17:38.800000+00:00;26258.8;62.6;1.32;NaN
2023-08-12 07:17:42.800000+00:00;26262.8;63.3;1.33;NaN
2023-08-12 07:17:46.800000+00:00;26266.8;65.9;1.38;NaN
2023-08-12 07:17:50.800000+00:00;26270.8;70.6;1.48;NaN
2023-08-12 07:17:54.800000+00:00;26274.8;73.6;1.55;NaN
2023-08-12 07:17:58.800000+00:00;26278.8;73.8;1.55;NaN
2023-08-12 07:18:02.800000+00:00;26282.8;73.7;1.55;NaN
2023-08-12 07:18:06.800000+00:00;26286.8;73.7;1.55;NaN
2023-08-12 07:18:10.800000+00:00;26290.8;73.0;1.53;NaN
2023-08-12 07:18:14.800000+00:00;26294.8;68.9;1.45;NaN
2023-08-12 07:18:18.800000+00:00;26298.8;62.8;1.32;NaN
2023-08-12 07:18:22.800000+00:00;26302.8;60.4;1.27;NaN
2023-08-12 07:18:26.800000+00:00;26306.8;62.0;1.3;NaN
2023-08-12 07:18:30.800000+00:00;26310.8;64.7;1.36;NaN
2023-08-12 07:18:34.800000+00:00;26314.8;64.5;1.35;NaN
2023-08-12 07:18:38.800000+00:00;26318.8;61.6;1.29;NaN
2023-08-12 07:18:42.800000+00:00;26322.8;59.6;1.25;NaN
2023-08-12 07:18:46.800000+00:00;26326.8;59.1;1.24;NaN
2023-08-12 07:18:50.800000+00:00;26330.8;58.6;1.23;NaN
2023-08-12 07:18:54.800000+00:00;26334.8;57.5;1.21;NaN
2023-08-12 07:18:58.800000+00:00;26338.8;56.9;1.19;NaN
2023-08-12 07:19:02.800000+00:00;26342.8;57.1;1.2;NaN
2023-08-12 07:19:06.800000+00:00;26346.8;57.1;1.2;NaN
2023-08-12 07:19:10.800000+00:00;26350.8;56.7;1.19;NaN
2023-08-12 07:19:14.800000+00:00;26354.8;56.7;1.19;NaN
2023-08-12 07:19:18.800000+00:00;26358.8;56.6;1.19;NaN
2023-08-12 07:19:22.800000+00:00;26362.8;56.4;1.18;NaN
2023-08-12 07:19:26.800000+00:00;26366.8;56.5;1.19;NaN
2023-08-12 07:19:30.800000+00:00;26370.8;56.5;1.19;NaN
2023-08-12 07:19:34.800000+00:00;26374.8;56.1;1.18;NaN
2023-08-12 07:19:38.800000+00:00;26378.8;55.2;1.16;NaN
2023-08-12 07:19:42.800000+00:00;26382.8;54.8;1.15;NaN
2023-08-12 07:19:46.800000+00:00;26386.8;54.2;1.14;NaN
2023-08-12 07:19:50.800000+00:00;26390.8;53.6;1.13;NaN
2023-08-12 07:19:54.800000+00:00;26394.8;53.3;1.12;NaN
2023-08-12 07:19:58.800000+00:00;26398.8;53.4;1.12;NaN
2023-08-12 07:20:02.800000+00:00;26402.8;53.6;1.13;NaN
2023-08-12 07:20:06.800000+00:00;26406.8;53.8;1.13;NaN
2023-08-12 07:20:10.800000+00:00;26410.8;54.0;1.13;NaN
2023-08-12 07:20:14.800000+00:00;26414.8;54.1;1.14;NaN
2023-08-12 07:20:18.800000+00:00;26418.8;54.0;1.13;NaN
2023-08-12 07:20:22.800000+00:00;26422.8;53.8;1.13;NaN
2023-08-12 07:20:26.800000+00:00;26426.8;51.9;1.09;NaN
2023-08-12 07:20:30.800000+00:00;26430.8;48.7;1.02;NaN
