;Mid_UTC;O3;O3_unc;H_rel_TP
2023-07-25 09:40:35.100000+00:00;34835.1;73.0;1.53;NaN
2023-07-25 09:40:39.100000+00:00;34839.1;73.4;1.54;NaN
2023-07-25 09:40:43.100000+00:00;34843.1;73.8;1.55;NaN
2023-07-25 09:40:47.100000+00:00;34847.1;75.2;1.58;NaN
2023-07-25 09:40:51.100000+00:00;34851.1;78.2;1.64;NaN
2023-07-25 09:40:55.100000+00:00;34855.1;78.3;1.64;NaN
2023-07-25 09:40:59.100000+00:00;34859.1;72.8;1.53;NaN
2023-07-25 09:41:03.100000+00:00;34863.1;67.9;1.43;NaN
2023-07-25 09:41:07.100000+00:00;34867.1;68.8;1.45;NaN
2023-07-25 09:41:11.100000+00:00;34871.1;71.6;1.5;NaN
2023-07-25 09:41:15.100000+00:00;34875.1;69.7;1.46;NaN
2023-07-25 09:41:19.100000+00:00;34879.1;65.1;1.37;NaN
2023-07-25 09:41:23.100000+00:00;34883.1;61.1;1.28;NaN
2023-07-25 09:41:27.100000+00:00;34887.1;58.3;1.22;NaN
2023-07-25 09:41:31.100000+00:00;34891.1;57.4;1.2;NaN
2023-07-25 09:41:35.100000+00:00;34895.1;58.1;1.22;NaN
2023-07-25 09:41:39.100000+00:00;34899.1;59.9;1.26;NaN
2023-07-25 09:41:43.100000+00:00;34903.1;60.1;1.26;NaN
2023-07-25 09:41:47.100000+00:00;34907.1;58.3;1.22;NaN
2023-07-25 09:41:51.100000+00:00;34911.1;56.8;1.19;NaN
2023-07-25 09:41:55.100000+00:00;34915.1;57.0;1.2;NaN
2023-07-25 09:41:59.100000+00:00;34919.1;58.2;1.22;NaN
2023-07-25 09:42:03.100000+00:00;34923.1;56.9;1.2;NaN
2023-07-25 09:42:07.100000+00:00;34927.1;54.5;1.15;NaN
2023-07-25 09:42:11.100000+00:00;34931.1;54.5;1.14;NaN
2023-07-25 09:42:15.100000+00:00;34935.1;55.6;1.17;NaN
2023-07-25 09:42:19.100000+00:00;34939.1;56.7;1.19;NaN
2023-07-25 09:42:23.100000+00:00;34943.1;57.2;1.2;NaN
2023-07-25 09:42:27.100000+00:00;34947.1;56.1;1.18;NaN
2023-07-25 09:42:31.100000+00:00;34951.1;53.9;1.13;NaN
2023-07-25 09:42:35.100000+00:00;34955.1;52.5;1.1;NaN
2023-07-25 09:42:39.100000+00:00;34959.1;53.8;1.13;NaN
2023-07-25 09:42:43.100000+00:00;34963.1;56.8;1.19;NaN
2023-07-25 09:42:47.100000+00:00;34967.1;59.1;1.24;NaN
2023-07-25 09:42:51.100000+00:00;34971.1;60.9;1.28;NaN
2023-07-25 09:42:55.100000+00:00;34975.1;61.3;1.29;NaN
2023-07-25 09:42:59.100000+00:00;34979.1;58.5;1.23;NaN
2023-07-25 09:43:03.100000+00:00;34983.1;56.4;1.18;NaN
2023-07-25 09:43:07.100000+00:00;34987.1;56.7;1.19;NaN
2023-07-25 09:43:11.100000+00:00;34991.1;57.4;1.21;NaN
2023-07-25 09:43:15.100000+00:00;34995.1;57.8;1.21;NaN
2023-07-25 09:43:19.100000+00:00;34999.1;57.8;1.21;NaN
2023-07-25 09:43:23.100000+00:00;35003.1;58.1;1.22;NaN
2023-07-25 09:43:27.100000+00:00;35007.1;58.7;1.23;NaN
2023-07-25 09:43:31.100000+00:00;35011.1;59.2;1.24;NaN
2023-07-25 09:43:35.100000+00:00;35015.1;60.0;1.26;NaN
2023-07-25 09:43:39.100000+00:00;35019.1;61.5;1.29;NaN
