;Mid_UTC;O3;O3_unc;H_rel_TP
2023-09-22 22:00:37.700000+00:00;79237.7;39.7;1.0;NaN
2023-09-22 22:00:41.700000+00:00;79241.7;39.4;1.0;NaN
2023-09-22 22:00:45.700000+00:00;79245.7;39.4;1.0;NaN
2023-09-22 22:00:49.700000+00:00;79249.7;40.0;1.0;NaN
2023-09-22 22:00:53.700000+00:00;79253.7;41.3;1.0;NaN
2023-09-22 22:00:57.700000+00:00;79257.7;43.7;1.0;NaN
2023-09-22 22:01:01.700000+00:00;79261.7;46.4;1.0;NaN
2023-09-22 22:01:05.700000+00:00;79265.7;47.2;1.0;NaN
2023-09-22 22:01:09.700000+00:00;79269.7;44.2;1.0;NaN
2023-09-22 22:01:13.700000+00:00;79273.7;40.3;1.0;NaN
2023-09-22 22:01:17.700000+00:00;79277.7;40.8;1.0;NaN
2023-09-22 22:01:21.700000+00:00;79281.7;44.2;1.0;NaN
2023-09-22 22:01:25.700000+00:00;79285.7;45.9;1.0;NaN
2023-09-22 22:01:29.700000+00:00;79289.7;45.3;1.0;NaN
2023-09-22 22:01:33.700000+00:00;79293.7;43.9;1.0;NaN
2023-09-22 22:01:37.700000+00:00;79297.7;43.2;1.0;NaN
2023-09-22 22:01:41.700000+00:00;79301.7;43.0;1.0;NaN
2023-09-22 22:01:45.700000+00:00;79305.7;43.1;1.0;NaN
2023-09-22 22:01:49.700000+00:00;79309.7;42.9;1.0;NaN
2023-09-22 22:01:53.700000+00:00;79313.7;42.8;1.0;NaN
2023-09-22 22:01:57.700000+00:00;79317.7;43.0;1.0;NaN
2023-09-22 22:02:01.700000+00:00;79321.7;43.3;1.0;NaN
2023-09-22 22:02:05.700000+00:00;79325.7;43.4;1.0;NaN
2023-09-22 22:02:09.700000+00:00;79329.7;43.5;1.0;NaN
2023-09-22 22:02:13.700000+00:00;79333.7;43.4;1.0;NaN
2023-09-22 22:02:17.700000+00:00;79337.7;42.8;1.0;NaN
2023-09-22 22:02:21.700000+00:00;79341.7;42.6;1.0;NaN
2023-09-22 22:02:25.700000+00:00;79345.7;43.2;1.0;NaN
2023-09-22 22:02:29.700000+00:00;79349.7;45.7;1.0;NaN
2023-09-22 22:02:33.700000+00:00;79353.7;48.9;1.03;NaN
2023-09-22 22:02:37.700000+00:00;79357.7;48.4;1.02;NaN
2023-09-22 22:02:41.700000+00:00;79361.7;45.6;1.0;NaN
2023-09-22 22:02:45.700000+00:00;79365.7;44.0;1.0;NaN
2023-09-22 22:02:49.700000+00:00;79369.7;44.0;1.0;NaN
2023-09-22 22:02:53.700000+00:00;79373.7;44.4;1.0;NaN
2023-09-22 22:02:57.700000+00:00;79377.7;44.9;1.0;NaN
2023-09-22 22:03:01.700000+00:00;79381.7;45.7;1.0;NaN
2023-09-22 22:03:05.700000+00:00;79385.7;48.6;1.02;NaN
