;Mid_UTC;O3;O3_unc;H_rel_TP
2023-09-15 22:02:12.600000+00:00;79332.6;31.6;1.0;NaN
2023-09-15 22:02:16.600000+00:00;79336.6;31.4;1.0;NaN
2023-09-15 22:02:20.600000+00:00;79340.6;31.4;1.0;NaN
2023-09-15 22:02:24.600000+00:00;79344.6;31.2;1.0;NaN
2023-09-15 22:02:28.600000+00:00;79348.6;30.9;1.0;NaN
2023-09-15 22:02:32.600000+00:00;79352.6;31.0;1.0;NaN
2023-09-15 22:02:36.600000+00:00;79356.6;32.0;1.0;NaN
2023-09-15 22:02:40.600000+00:00;79360.6;33.2;1.0;NaN
2023-09-15 22:02:44.600000+00:00;79364.6;34.1;1.0;NaN
2023-09-15 22:02:48.600000+00:00;79368.6;34.0;1.0;NaN
2023-09-15 22:02:52.600000+00:00;79372.6;33.0;1.0;NaN
2023-09-15 22:02:56.600000+00:00;79376.6;31.9;1.0;NaN
2023-09-15 22:03:00.600000+00:00;79380.6;31.4;1.0;NaN
2023-09-15 22:03:04.600000+00:00;79384.6;31.5;1.0;NaN
2023-09-15 22:03:08.600000+00:00;79388.6;31.5;1.0;NaN
2023-09-15 22:03:12.600000+00:00;79392.6;31.4;1.0;NaN
2023-09-15 22:03:16.600000+00:00;79396.6;31.3;1.0;NaN
2023-09-15 22:03:20.600000+00:00;79400.6;31.3;1.0;NaN
2023-09-15 22:03:24.600000+00:00;79404.6;31.5;1.0;NaN
2023-09-15 22:03:28.600000+00:00;79408.6;31.4;1.0;NaN
2023-09-15 22:03:32.600000+00:00;79412.6;31.4;1.0;NaN
2023-09-15 22:03:36.600000+00:00;79416.6;31.3;1.0;NaN
2023-09-15 22:03:40.600000+00:00;79420.6;31.3;1.0;NaN
2023-09-15 22:03:44.600000+00:00;79424.6;31.3;1.0;NaN
2023-09-15 22:03:48.600000+00:00;79428.6;31.2;1.0;NaN
2023-09-15 22:03:52.600000+00:00;79432.6;31.1;1.0;NaN
2023-09-15 22:03:56.600000+00:00;79436.6;31.1;1.0;NaN
2023-09-15 22:04:00.600000+00:00;79440.6;31.1;1.0;NaN
2023-09-15 22:04:04.600000+00:00;79444.6;31.2;1.0;NaN
2023-09-15 22:04:08.600000+00:00;79448.6;31.5;1.0;NaN
2023-09-15 22:04:12.600000+00:00;79452.6;31.8;1.0;NaN
2023-09-15 22:04:16.600000+00:00;79456.6;31.9;1.0;NaN
2023-09-15 22:04:20.600000+00:00;79460.6;31.8;1.0;NaN
2023-09-15 22:04:24.600000+00:00;79464.6;31.5;1.0;NaN
2023-09-15 22:04:28.600000+00:00;79468.6;31.5;1.0;NaN
2023-09-15 22:04:32.600000+00:00;79472.6;31.7;1.0;NaN
2023-09-15 22:04:36.600000+00:00;79476.6;31.8;1.0;NaN
2023-09-15 22:04:40.600000+00:00;79480.6;31.7;1.0;NaN
2023-09-15 22:04:44.600000+00:00;79484.6;31.5;1.0;NaN
2023-09-15 22:04:48.600000+00:00;79488.6;31.3;1.0;NaN
2023-09-15 22:04:52.600000+00:00;79492.6;31.4;1.0;NaN
2023-09-15 22:04:56.600000+00:00;79496.6;31.7;1.0;NaN
2023-09-15 22:05:00.600000+00:00;79500.6;31.7;1.0;NaN
2023-09-15 22:05:04.600000+00:00;79504.6;31.4;1.0;NaN
2023-09-15 22:05:08.600000+00:00;79508.6;31.3;1.0;NaN
2023-09-15 22:05:12.600000+00:00;79512.6;31.4;1.0;NaN
2023-09-15 22:05:16.600000+00:00;79516.6;31.7;1.0;NaN
2023-09-15 22:05:20.600000+00:00;79520.6;32.3;1.0;NaN
2023-09-15 22:05:24.600000+00:00;79524.6;32.8;1.0;NaN
2023-09-15 22:05:28.500000+00:00;79528.5;33.1;1.0;NaN
2023-09-15 22:05:32.600000+00:00;79532.6;33.3;1.0;NaN
2023-09-15 22:05:36.500000+00:00;79536.5;33.2;1.0;NaN
2023-09-15 22:05:40.600000+00:00;79540.6;32.7;1.0;NaN
2023-09-15 22:05:44.600000+00:00;79544.6;32.5;1.0;NaN
2023-09-15 22:05:48.600000+00:00;79548.6;32.5;1.0;NaN
2023-09-15 22:05:52.600000+00:00;79552.6;31.9;1.0;NaN
2023-09-15 22:05:56.600000+00:00;79556.6;31.7;1.0;NaN
2023-09-15 22:06:00.600000+00:00;79560.6;32.0;1.0;NaN
2023-09-15 22:06:04.600000+00:00;79564.6;32.3;1.0;NaN
2023-09-15 22:06:08.600000+00:00;79568.6;32.4;1.0;NaN
2023-09-15 22:06:12.600000+00:00;79572.6;31.9;1.0;NaN
2023-09-15 22:06:16.600000+00:00;79576.6;31.3;1.0;NaN
2023-09-15 22:06:20.600000+00:00;79580.6;31.6;1.0;NaN
2023-09-15 22:06:24.500000+00:00;79584.5;33.1;1.0;NaN
2023-09-15 22:06:28.600000+00:00;79588.6;36.0;1.0;NaN
2023-09-15 22:06:32.500000+00:00;79592.5;38.5;1.0;NaN
2023-09-15 22:06:36.500000+00:00;79596.5;39.7;1.0;NaN
2023-09-15 22:06:40.500000+00:00;79600.5;39.9;1.0;NaN
2023-09-15 22:06:44.600000+00:00;79604.6;39.3;1.0;NaN
2023-09-15 22:06:48.500000+00:00;79608.5;38.2;1.0;NaN
2023-09-15 22:06:52.500000+00:00;79612.5;37.4;1.0;NaN
2023-09-15 22:06:56.600000+00:00;79616.6;36.6;1.0;NaN
2023-09-15 22:07:00.500000+00:00;79620.5;36.1;1.0;NaN
2023-09-15 22:07:04.600000+00:00;79624.6;35.7;1.0;NaN
2023-09-15 22:07:08.500000+00:00;79628.5;35.3;1.0;NaN
2023-09-15 22:07:12.500000+00:00;79632.5;35.1;1.0;NaN
2023-09-15 22:07:16.500000+00:00;79636.5;34.5;1.0;NaN
2023-09-15 22:07:20.500000+00:00;79640.5;33.4;1.0;NaN
2023-09-15 22:07:24.600000+00:00;79644.6;32.8;1.0;NaN
2023-09-15 22:07:28.500000+00:00;79648.5;32.7;1.0;NaN
2023-09-15 22:07:32.500000+00:00;79652.5;32.8;1.0;NaN
2023-09-15 22:07:36.500000+00:00;79656.5;32.6;1.0;NaN
2023-09-15 22:07:40.500000+00:00;79660.5;32.5;1.0;NaN
2023-09-15 22:07:44.500000+00:00;79664.5;32.1;1.0;NaN
2023-09-15 22:07:48.500000+00:00;79668.5;32.1;1.0;NaN
2023-09-15 22:07:52.500000+00:00;79672.5;33.6;1.0;NaN
2023-09-15 22:07:56.500000+00:00;79676.5;42.7;1.0;NaN
2023-09-15 22:08:00.500000+00:00;79680.5;58.4;1.23;NaN
2023-09-15 22:08:04.500000+00:00;79684.5;66.3;1.39;NaN
2023-09-15 22:08:08.500000+00:00;79688.5;66.8;1.4;NaN
2023-09-15 22:08:12.500000+00:00;79692.5;66.9;1.41;NaN
2023-09-15 22:08:16.500000+00:00;79696.5;64.6;1.36;NaN
2023-09-15 22:08:20.500000+00:00;79700.5;60.8;1.28;NaN
2023-09-15 22:08:24.500000+00:00;79704.5;58.4;1.23;NaN
2023-09-15 22:08:28.600000+00:00;79708.6;57.0;1.2;NaN
2023-09-15 22:08:32.500000+00:00;79712.5;55.8;1.17;NaN
2023-09-15 22:08:36.500000+00:00;79716.5;55.4;1.16;NaN
2023-09-15 22:08:40.600000+00:00;79720.6;55.3;1.16;NaN
2023-09-15 22:08:44.500000+00:00;79724.5;55.6;1.17;NaN
2023-09-15 22:08:48.500000+00:00;79728.5;56.1;1.18;NaN
2023-09-15 22:08:52.500000+00:00;79732.5;56.2;1.18;NaN
2023-09-15 22:08:56.500000+00:00;79736.5;56.0;1.18;NaN
