;Mid_UTC;O3;O3_unc;H_rel_TP
2023-09-13 18:10:19.900000+00:00;65419.9;44.9;1.0;NaN
2023-09-13 18:10:23.900000+00:00;65423.9;45.3;1.0;NaN
2023-09-13 18:10:27.900000+00:00;65427.9;45.4;1.0;NaN
2023-09-13 18:10:31.900000+00:00;65431.9;45.7;1.0;NaN
2023-09-13 18:10:35.900000+00:00;65435.9;46.3;1.0;NaN
2023-09-13 18:10:39.900000+00:00;65439.9;46.7;1.0;NaN
2023-09-13 18:10:43.900000+00:00;65443.9;47.2;1.0;NaN
2023-09-13 18:10:47.900000+00:00;65447.9;47.5;1.0;NaN
2023-09-13 18:10:51.900000+00:00;65451.9;47.5;1.0;NaN
2023-09-13 18:10:55.900000+00:00;65455.9;47.6;1.0;NaN
2023-09-13 18:10:59.900000+00:00;65459.9;47.7;1.0;NaN
2023-09-13 18:11:03.900000+00:00;65463.9;47.6;1.0;NaN
2023-09-13 18:11:07.900000+00:00;65467.9;47.5;1.0;NaN
2023-09-13 18:11:11.900000+00:00;65471.9;47.5;1.0;NaN
2023-09-13 18:11:15.900000+00:00;65475.9;47.2;1.0;NaN
2023-09-13 18:11:19.900000+00:00;65479.9;47.1;1.0;NaN
2023-09-13 18:11:23.900000+00:00;65483.9;47.4;1.0;NaN
2023-09-13 18:11:27.900000+00:00;65487.9;47.9;1.0;NaN
2023-09-13 18:11:31.900000+00:00;65491.9;48.3;1.01;NaN
2023-09-13 18:11:35.900000+00:00;65495.9;49.1;1.03;NaN
2023-09-13 18:11:39.900000+00:00;65499.9;49.6;1.04;NaN
2023-09-13 18:11:43.900000+00:00;65503.9;50.1;1.05;NaN
2023-09-13 18:11:47.900000+00:00;65507.9;50.5;1.06;NaN
2023-09-13 18:11:51.900000+00:00;65511.9;51.1;1.07;NaN
2023-09-13 18:11:55.900000+00:00;65515.9;51.5;1.08;NaN
2023-09-13 18:11:59.900000+00:00;65519.9;51.8;1.09;NaN
2023-09-13 18:12:03.900000+00:00;65523.9;52.1;1.09;NaN
2023-09-13 18:12:07.900000+00:00;65527.9;52.5;1.1;NaN
2023-09-13 18:12:11.900000+00:00;65531.9;52.8;1.11;NaN
2023-09-13 18:12:15.900000+00:00;65535.9;53.0;1.11;NaN
2023-09-13 18:12:19.900000+00:00;65539.9;53.1;1.12;NaN
2023-09-13 18:12:23.900000+00:00;65543.9;53.3;1.12;NaN
2023-09-13 18:12:27.900000+00:00;65547.9;53.6;1.13;NaN
2023-09-13 18:12:31.900000+00:00;65551.9;53.9;1.13;NaN
2023-09-13 18:12:35.900000+00:00;65555.9;52.9;1.11;NaN
2023-09-13 18:12:39.900000+00:00;65559.9;51.3;1.08;NaN
2023-09-13 18:12:43.900000+00:00;65563.9;51.2;1.07;NaN
2023-09-13 18:12:47.900000+00:00;65567.9;51.4;1.08;NaN
2023-09-13 18:12:51.900000+00:00;65571.9;51.0;1.07;NaN
2023-09-13 18:12:55.900000+00:00;65575.9;51.9;1.09;NaN
2023-09-13 18:12:59.900000+00:00;65579.9;52.5;1.1;NaN
2023-09-13 18:13:03.900000+00:00;65583.9;50.7;1.07;NaN
2023-09-13 18:13:07.900000+00:00;65587.9;48.2;1.01;NaN
2023-09-13 18:13:11.900000+00:00;65591.9;47.4;1.0;NaN
2023-09-13 18:13:15.900000+00:00;65595.9;47.6;1.0;NaN
2023-09-13 18:13:19.900000+00:00;65599.9;47.6;1.0;NaN
2023-09-13 18:13:23.900000+00:00;65603.9;47.3;1.0;NaN
2023-09-13 18:13:27.900000+00:00;65607.9;47.3;1.0;NaN
2023-09-13 18:13:31.900000+00:00;65611.9;47.4;1.0;NaN
2023-09-13 18:13:35.900000+00:00;65615.9;47.6;1.0;NaN
2023-09-13 18:13:39.900000+00:00;65619.9;49.0;1.03;NaN
2023-09-13 18:13:43.800000+00:00;65623.8;50.6;1.06;NaN
2023-09-13 18:13:47.900000+00:00;65627.9;51.1;1.07;NaN
2023-09-13 18:13:51.900000+00:00;65631.9;51.1;1.07;NaN
2023-09-13 18:13:55.900000+00:00;65635.9;51.2;1.07;NaN
2023-09-13 18:13:59.900000+00:00;65639.9;50.9;1.07;NaN
2023-09-13 18:14:03.900000+00:00;65643.9;50.1;1.05;NaN
2023-09-13 18:14:07.900000+00:00;65647.9;49.9;1.05;NaN
2023-09-13 18:14:11.900000+00:00;65651.9;50.2;1.05;NaN
2023-09-13 18:14:15.900000+00:00;65655.9;50.5;1.06;NaN
2023-09-13 18:14:19.900000+00:00;65659.9;51.7;1.09;NaN
2023-09-13 18:14:23.900000+00:00;65663.9;53.2;1.12;NaN
2023-09-13 18:14:27.900000+00:00;65667.9;54.1;1.14;NaN
2023-09-13 18:14:31.900000+00:00;65671.9;54.9;1.15;NaN
2023-09-13 18:14:35.900000+00:00;65675.9;54.9;1.15;NaN
2023-09-13 18:14:39.900000+00:00;65679.9;54.5;1.14;NaN
2023-09-13 18:14:43.800000+00:00;65683.8;54.1;1.14;NaN
2023-09-13 18:14:47.800000+00:00;65687.8;53.7;1.13;NaN
2023-09-13 18:14:51.800000+00:00;65691.8;54.7;1.15;NaN
2023-09-13 18:14:55.800000+00:00;65695.8;57.4;1.21;NaN
2023-09-13 18:14:59.900000+00:00;65699.9;59.6;1.25;NaN
2023-09-13 18:15:03.800000+00:00;65703.8;60.4;1.27;NaN
2023-09-13 18:15:07.800000+00:00;65707.8;61.3;1.29;NaN
2023-09-13 18:15:11.800000+00:00;65711.8;62.9;1.32;NaN
2023-09-13 18:15:15.800000+00:00;65715.8;64.6;1.36;NaN
2023-09-13 18:15:19.800000+00:00;65719.8;66.7;1.4;NaN
2023-09-13 18:15:23.900000+00:00;65723.9;69.0;1.45;NaN
2023-09-13 18:15:27.800000+00:00;65727.8;71.7;1.51;NaN
2023-09-13 18:15:31.800000+00:00;65731.8;75.3;1.58;-1.3273334340593386
2023-09-13 18:15:35.800000+00:00;65735.8;77.7;1.63;-1.0158756875425319
2023-09-13 18:15:39.800000+00:00;65739.8;75.6;1.59;-1.2884012157447382
2023-09-13 18:15:43.800000+00:00;65743.8;72.1;1.51;NaN
2023-09-13 18:15:47.800000+00:00;65747.8;72.2;1.52;NaN
2023-09-13 18:15:51.800000+00:00;65751.8;74.1;1.56;-1.483062307317742
2023-09-13 18:15:55.800000+00:00;65755.8;74.5;1.56;-1.4311526828982737
2023-09-13 18:15:59.800000+00:00;65759.8;75.1;1.58;-1.3532882462690727
2023-09-13 18:16:03.800000+00:00;65763.8;76.5;1.61;-1.1716045608009353
2023-09-13 18:16:07.800000+00:00;65767.8;78.0;1.64;-1.0230565307720687
2023-09-13 18:16:11.800000+00:00;65771.8;80.8;1.7;-0.8813702199724296
2023-09-13 18:16:15.800000+00:00;65775.8;84.3;1.77;-0.7419307627701238
2023-09-13 18:16:19.800000+00:00;65779.8;85.6;1.8;-0.690138964380696
2023-09-13 18:16:23.800000+00:00;65783.8;87.5;1.84;-0.6144432590423011
2023-09-13 18:16:27.800000+00:00;65787.8;94.4;1.98;-0.40995715071850397
2023-09-13 18:16:31.800000+00:00;65791.8;104.6;2.2;-0.1794199453531053
2023-09-13 18:16:35.800000+00:00;65795.8;111.0;2.33;-0.05916829200011657
2023-09-13 18:16:39.800000+00:00;65799.8;112.2;2.36;-0.03662110699643116
2023-09-13 18:16:43.800000+00:00;65803.8;112.5;2.36;-0.03098431074550987
2023-09-13 18:16:47.800000+00:00;65807.8;108.4;2.28;-0.1080205261747681
2023-09-13 18:16:51.800000+00:00;65811.8;98.8;2.07;-0.31794996354925953
2023-09-13 18:16:55.900000+00:00;65815.9;93.2;1.96;-0.44484090915516694
2023-09-13 18:16:59.900000+00:00;65819.9;92.5;1.94;-0.46518976824322034
2023-09-13 18:17:03.800000+00:00;65823.8;95.4;2.0;-0.380887352021285
2023-09-13 18:17:07.800000+00:00;65827.8;98.3;2.06;-0.30341506420065
2023-09-13 18:17:11.800000+00:00;65831.8;98.8;2.08;-0.31794996354925953
2023-09-13 18:17:15.800000+00:00;65835.8;103.4;2.17;-0.20196713035679043
2023-09-13 18:17:19.800000+00:00;65839.8;112.6;2.37;-0.029105378661869533
2023-09-13 18:17:23.800000+00:00;65843.8;120.1;2.52;-0.11181452761116399
2023-09-13 18:17:27.900000+00:00;65847.9;122.0;2.56;0.08450899072601437
2023-09-13 18:17:31.800000+00:00;65851.8;114.7;2.41;-0.010352195094580014
2023-09-13 18:17:35.800000+00:00;65855.8;104.5;2.19;-0.1812988774367456
2023-09-13 18:17:39.800000+00:00;65859.8;101.2;2.13;-0.24330363619688034
2023-09-13 18:17:43.800000+00:00;65863.8;101.5;2.13;-0.23766683994595905
2023-09-13 18:17:47.800000+00:00;65867.8;104.5;2.2;-0.1812988774367456
2023-09-13 18:17:51.900000+00:00;65871.9;113.0;2.37;-0.021589650327307638
2023-09-13 18:17:55.800000+00:00;65875.8;123.3;2.59;0.09850239598358294
2023-09-13 18:17:59.800000+00:00;65879.8;134.0;2.81;0.21367888541126312
2023-09-13 18:18:03.800000+00:00;65883.8;141.7;2.98;0.29656290116763095
2023-09-13 18:18:07.800000+00:00;65887.8;137.3;2.88;0.24920060644970665
2023-09-13 18:18:11.800000+00:00;65891.8;117.5;2.47;-0.06296229343651248
2023-09-13 18:18:15.900000+00:00;65895.9;91.9;1.93;-0.4826316474615516
2023-09-13 18:18:19.800000+00:00;65899.8;73.5;1.54;NaN
2023-09-13 18:18:23.800000+00:00;65903.8;71.6;1.5;NaN
2023-09-13 18:18:27.800000+00:00;65907.8;78.0;1.64;-1.0230565307720687
2023-09-13 18:18:31.800000+00:00;65911.8;78.2;1.64;-1.0490113429818029
2023-09-13 18:18:35.800000+00:00;65915.8;72.8;1.53;NaN
2023-09-13 18:18:39.800000+00:00;65919.8;66.0;1.39;NaN
2023-09-13 18:18:43.800000+00:00;65923.8;63.9;1.34;NaN
2023-09-13 18:18:47.800000+00:00;65927.8;66.7;1.4;NaN
2023-09-13 18:18:51.800000+00:00;65931.8;60.5;1.27;NaN
2023-09-13 18:18:55.800000+00:00;65935.8;51.0;1.07;NaN
2023-09-13 18:18:59.800000+00:00;65939.8;50.8;1.07;NaN
2023-09-13 18:19:03.800000+00:00;65943.8;58.6;1.23;NaN
2023-09-13 18:19:07.800000+00:00;65947.8;71.6;1.5;NaN
2023-09-13 18:19:11.800000+00:00;65951.8;84.1;1.77;-0.7498987317531128
2023-09-13 18:19:15.900000+00:00;65955.9;91.6;1.92;-0.4913525870707176
2023-09-13 18:19:19.800000+00:00;65959.8;97.4;2.05;-0.32274775462684685
2023-09-13 18:19:23.800000+00:00;65963.8;103.4;2.17;-0.20196713035679043
2023-09-13 18:19:27.800000+00:00;65967.8;115.2;2.42;-0.01974685551278225
2023-09-13 18:19:31.800000+00:00;65971.8;142.7;3.0;0.3072978476491715
2023-09-13 18:19:35.800000+00:00;65975.8;172.0;3.61;0.5785697175784581
2023-09-13 18:19:39.800000+00:00;65979.8;185.0;3.88;0.7680683053802629
2023-09-13 18:19:43.800000+00:00;65983.8;195.2;4.1;0.8823634269425877
2023-09-13 18:19:47.800000+00:00;65987.8;205.7;4.32;0.9999798302726661
2023-09-13 18:19:51.800000+00:00;65991.8;206.5;4.34;0.9910155070128758
2023-09-13 18:19:55.800000+00:00;65995.8;204.8;4.3;0.9899353060600702
2023-09-13 18:19:59.800000+00:00;65999.8;216.7;4.55;1.207324310358682
2023-09-13 18:20:03.800000+00:00;66003.8;240.9;5.06;1.663363168607344
2023-09-13 18:20:07.800000+00:00;66007.8;260.2;5.46;1.9729364196488888
2023-09-13 18:20:11.800000+00:00;66011.8;270.8;5.69;1.7731838619036069
2023-09-13 18:20:15.800000+00:00;66015.8;274.7;5.77;1.6996899963180792
2023-09-13 18:20:19.800000+00:00;66019.8;273.8;5.75;1.7166501191455084
2023-09-13 18:20:23.800000+00:00;66023.8;274.5;5.77;1.7034589125019521
2023-09-13 18:20:27.800000+00:00;66027.8;276.2;5.8;1.67142312493903
2023-09-13 18:20:31.800000+00:00;66031.8;278.1;5.84;1.6356184211922336
2023-09-13 18:20:35.800000+00:00;66035.8;277.9;5.84;1.6393873373761076
2023-09-13 18:20:39.800000+00:00;66039.8;270.0;5.67;1.7882595266391
2023-09-13 18:20:43.800000+00:00;66043.8;260.5;5.47;1.9672830453730787
2023-09-13 18:20:47.800000+00:00;66047.8;258.8;5.43;1.9993188329360012
2023-09-13 18:20:51.800000+00:00;66051.8;266.8;5.6;1.8485621855810717
2023-09-13 18:20:55.800000+00:00;66055.8;254.7;5.35;1.9234183852945972
2023-09-13 18:20:59.800000+00:00;66059.8;207.6;4.36;0.9786895625306643
2023-09-13 18:21:03.800000+00:00;66063.8;175.9;3.69;0.6660991283001496
2023-09-13 18:21:07.800000+00:00;66067.8;172.8;3.63;0.5699927227723864
2023-09-13 18:21:11.800000+00:00;66071.8;172.9;3.63;0.5689205984216275
2023-09-13 18:21:15.800000+00:00;66075.8;167.5;3.52;0.5731846866373894
2023-09-13 18:21:19.800000+00:00;66079.8;162.6;3.42;0.5206505934502013
2023-09-13 18:21:23.800000+00:00;66083.8;162.6;3.42;0.5206505934502013
2023-09-13 18:21:27.800000+00:00;66087.8;165.3;3.47;0.5495979509206929
2023-09-13 18:21:31.800000+00:00;66091.8;165.8;3.48;0.5549585726744876
2023-09-13 18:21:35.800000+00:00;66095.8;162.8;3.42;0.5227948421517192
2023-09-13 18:21:39.800000+00:00;66099.8;160.3;3.37;0.4959917333827457
2023-09-13 18:21:43.800000+00:00;66103.8;187.0;3.93;0.7904791135297384
2023-09-13 18:21:47.800000+00:00;66107.8;255.0;5.35;1.9290717595704072
2023-09-13 18:21:51.800000+00:00;66111.8;313.6;6.58;2.498637535620849
2023-09-13 18:21:55.800000+00:00;66115.8;333.0;6.99;2.675046141899436
2023-09-13 18:21:59.800000+00:00;66119.8;333.5;7.0;2.6795927554633168
2023-09-13 18:22:03.800000+00:00;66123.8;330.7;6.94;2.6541317195055827
2023-09-13 18:22:07.800000+00:00;66127.8;332.0;6.97;2.6659529147716734
2023-09-13 18:22:11.800000+00:00;66131.8;335.7;7.05;2.6995978551443933
2023-09-13 18:22:15.800000+00:00;66135.8;338.2;7.1;2.722330922963799
2023-09-13 18:22:19.800000+00:00;66139.8;339.1;7.12;2.7305148273787854
2023-09-13 18:22:23.800000+00:00;66143.8;339.7;7.13;2.7359707636554425
2023-09-13 18:22:27.800000+00:00;66147.8;339.8;7.14;2.7368800863682186
2023-09-13 18:22:31.800000+00:00;66151.8;340.4;7.15;2.7423360226448756
2023-09-13 18:22:35.800000+00:00;66155.8;340.3;7.15;2.7414266999321
2023-09-13 18:22:39.800000+00:00;66159.8;340.4;7.15;2.7423360226448756
2023-09-13 18:22:43.800000+00:00;66163.8;339.8;7.14;2.7368800863682186
2023-09-13 18:22:47.800000+00:00;66167.8;339.9;7.14;2.7377894090809947
2023-09-13 18:22:51.800000+00:00;66171.8;342.8;7.2;2.7641597677515053
2023-09-13 18:22:55.800000+00:00;66175.8;349.6;7.34;2.8259937122202885
2023-09-13 18:22:59.800000+00:00;66179.8;353.4;7.42;2.8605479753057845
2023-09-13 18:23:03.800000+00:00;66183.8;354.0;7.43;2.866003911582442
2023-09-13 18:23:07.800000+00:00;66187.8;354.4;7.44;2.869641202433547
2023-09-13 18:23:11.800000+00:00;66191.8;355.9;7.47;2.88328104312519
2023-09-13 18:23:15.800000+00:00;66195.8;357.0;7.5;2.893283592965729
2023-09-13 18:23:19.800000+00:00;66199.8;357.7;7.51;2.899648851955162
2023-09-13 18:23:23.800000+00:00;66203.8;352.8;7.41;2.8550920390291274
2023-09-13 18:23:27.800000+00:00;66207.8;341.5;7.17;2.7523385724854146
2023-09-13 18:23:31.800000+00:00;66211.8;335.6;7.05;2.6986885324316177
2023-09-13 18:23:35.800000+00:00;66215.8;336.7;7.07;2.7086910822721557
2023-09-13 18:23:39.800000+00:00;66219.8;335.1;7.04;2.6941419188677367
2023-09-13 18:23:43.800000+00:00;66223.8;332.8;6.99;2.673227496473883
2023-09-13 18:23:47.800000+00:00;66227.8;331.6;6.96;2.662315623920569
2023-09-13 18:23:51.800000+00:00;66231.8;330.0;6.93;2.647766460516149
2023-09-13 18:23:55.800000+00:00;66235.8;327.2;6.87;2.622305424558415
2023-09-13 18:23:59.800000+00:00;66239.8;325.7;6.84;2.608665583866771
2023-09-13 18:24:03.800000+00:00;66243.8;324.6;6.82;2.598663034026233
2023-09-13 18:24:07.800000+00:00;66247.8;324.0;6.8;2.5932070977495756
2023-09-13 18:24:11.800000+00:00;66251.8;323.5;6.79;2.5886604841856946
2023-09-13 18:24:15.800000+00:00;66255.8;324.6;6.82;2.598663034026233
2023-09-13 18:24:19.800000+00:00;66259.8;329.5;6.92;2.643219846952268
2023-09-13 18:24:23.800000+00:00;66263.8;341.9;7.18;2.755975863336519
2023-09-13 18:24:27.800000+00:00;66267.8;353.4;7.42;2.8605479753057845
2023-09-13 18:24:31.800000+00:00;66271.8;357.1;7.5;2.8941929156785053
2023-09-13 18:24:35.800000+00:00;66275.8;356.5;7.49;2.888736979401848
2023-09-13 18:24:39.800000+00:00;66279.8;356.6;7.49;2.889646302114624
2023-09-13 18:24:43.800000+00:00;66283.8;352.6;7.41;2.8532733936035752
2023-09-13 18:24:47.800000+00:00;66287.8;341.5;7.17;2.7523385724854146
2023-09-13 18:24:51.800000+00:00;66291.8;330.3;6.94;2.650494428654478
2023-09-13 18:24:55.800000+00:00;66295.8;325.2;6.83;2.60411897030289
2023-09-13 18:24:59.800000+00:00;66299.8;323.4;6.79;2.587751161472918
2023-09-13 18:25:03.800000+00:00;66303.8;323.7;6.8;2.590479129611247
2023-09-13 18:25:07.700000+00:00;66307.7;325.9;6.84;2.610484229292324
2023-09-13 18:25:11.800000+00:00;66311.8;329.1;6.91;2.639582556101163
2023-09-13 18:25:15.800000+00:00;66315.8;330.5;6.94;2.65231307408003
2023-09-13 18:25:19.800000+00:00;66319.8;330.6;6.94;2.6532223967928066
2023-09-13 18:25:23.800000+00:00;66323.8;330.5;6.94;2.65231307408003
2023-09-13 18:25:27.800000+00:00;66327.8;328.9;6.91;2.6377639106756106
2023-09-13 18:25:31.800000+00:00;66331.8;324.7;6.82;2.599572356739009
2023-09-13 18:25:35.800000+00:00;66335.8;323.4;6.79;2.587751161472918
2023-09-13 18:25:39.800000+00:00;66339.8;323.9;6.8;2.5922977750367995
2023-09-13 18:25:43.800000+00:00;66343.8;325.2;6.83;2.60411897030289
2023-09-13 18:25:47.800000+00:00;66347.8;328.0;6.89;2.6295800062606247
2023-09-13 18:25:51.800000+00:00;66351.8;332.3;6.98;2.668680882910002
2023-09-13 18:25:55.800000+00:00;66355.8;334.3;7.02;2.6868673371655265
2023-09-13 18:25:59.800000+00:00;66359.8;335.4;7.04;2.6968698870060646
2023-09-13 18:26:03.800000+00:00;66363.8;337.5;7.09;2.7159656639743655
2023-09-13 18:26:07.700000+00:00;66367.7;335.3;7.04;2.695960564293289
2023-09-13 18:26:11.700000+00:00;66371.7;329.6;6.92;2.644129169665044
2023-09-13 18:26:15.700000+00:00;66375.7;332.1;6.97;2.66686223748445
2023-09-13 18:26:19.800000+00:00;66379.8;334.4;7.02;2.6877766598783026
2023-09-13 18:26:23.700000+00:00;66383.7;327.1;6.87;2.621396101845639
2023-09-13 18:26:27.800000+00:00;66387.8;320.1;6.72;2.5577435119513035
2023-09-13 18:26:31.700000+00:00;66391.7;317.9;6.68;2.537738412270226
2023-09-13 18:26:35.700000+00:00;66395.7;315.7;6.63;2.5177333125891495
2023-09-13 18:26:39.800000+00:00;66399.8;314.3;6.6;2.5050027946102826
2023-09-13 18:26:43.800000+00:00;66403.8;313.1;6.58;2.494090922056968
2023-09-13 18:26:47.800000+00:00;66407.8;313.1;6.58;2.494090922056968
2023-09-13 18:26:51.800000+00:00;66411.8;313.8;6.59;2.500456181046401
2023-09-13 18:26:55.700000+00:00;66415.7;315.4;6.62;2.5150053444508207
2023-09-13 18:26:59.800000+00:00;66419.8;317.2;6.66;2.531373153280793
2023-09-13 18:27:03.700000+00:00;66423.7;318.2;6.68;2.5404663804085548
2023-09-13 18:27:07.800000+00:00;66427.8;319.6;6.71;2.553196898387422
2023-09-13 18:27:11.700000+00:00;66431.7;320.9;6.74;2.5650180936535127
2023-09-13 18:27:15.700000+00:00;66435.7;318.8;6.69;2.5459223166852123
2023-09-13 18:27:19.700000+00:00;66439.7;317.8;6.67;2.5368290895574503
2023-09-13 18:27:23.800000+00:00;66443.8;319.3;6.71;2.5504689302490933
